date,area,shift,total_assigned,total_present,total_absent,critical_present,total_work_hours,total_overtime_hours,coal_production_tonnes,target_production,total_cost_inr,revenue_inr,net_profit_inr,attendance_pct,critical_absent,critical_attendance_pct,production_achievement_pct,profit_per_tonne,cost_per_tonne,revenue_per_tonne,tonnes_per_worker,tonnes_per_critical_worker,tonnes_per_work_hour,overtime_pct,critical_staff_ratio,target_gap_tonnes,profit_margin_pct,work_hours_per_tonne
02-08-2025,Dipka,Evening,600,552,48,372,4416,132,4724.77,2000,1946158,13229356,11283198,92,228,62,236.24,2388.09,411.91,2800,8.56,12.7,1.07,2.99,67.39,2724.77,85.29,0.93
02-08-2025,Korba,Night,600,576,24,384,4608,120,4920.78,1333,1777223,9349482,7572259,96,216,64,369.15,1538.83,361.17,1900,8.54,12.81,1.07,2.6,66.67,3587.78,80.99,0.94
03-08-2025,Korba,Morning,600,564,36,432,4512,80.4,5602.01,1333,2018003.5,10643819,8625815.5,94,168,72,420.26,1539.77,360.23,1900,9.93,12.97,1.24,1.78,76.6,4269.01,81.04,0.81
03-08-2025,Korba,Evening,600,528,72,396,4224,69.6,5634.24,1333,2038384,10705056,8666672,88,204,66,422.67,1538.21,361.79,1900,10.67,14.23,1.33,1.65,75,4301.24,80.96,0.75
09-03-2025,Dipka,Morning,600,576,24,384,4608,111.6,5009.95,2000,2059680,14027860,11968180,96,216,64,250.5,2388.88,411.12,2800,8.7,13.05,1.09,2.42,66.67,3009.95,85.32,0.92
09-03-2025,Dipka,Night,600,540,60,336,4320,79.2,5290.34,2000,2174736,14812952,12638216,90,264,56,264.52,2388.92,411.08,2800,9.8,15.75,1.22,1.83,62.22,3290.34,85.32,0.82
09-03-2025,Kusmunda,Evening,600,552,48,348,4416,183.6,5062.62,2500,2832891,11137764,8304873,92,252,58,202.5,1640.43,559.57,2200,9.17,14.55,1.15,4.16,63.04,2562.62,74.56,0.87
12-03-2025,Kusmunda,Night,600,528,72,384,4224,286.8,5518.15,2500,3087382.5,12139930,9052547.5,88,216,64,220.73,1640.5,559.5,2200,10.45,14.37,1.31,6.79,72.73,3018.15,74.57,0.77
12-03-2025,Korba,Night,600,564,36,432,4512,61.2,5611.5,1333,2017925,10661850,8643925,94,168,72,420.97,1540.39,359.61,1900,9.95,12.99,1.24,1.36,76.6,4278.5,81.07,0.8
14-03-2025,Dipka,Morning,600,564,36,408,4512,165.6,4922.33,2000,2028382,13782524,11754142,94,192,68,246.12,2387.92,412.08,2800,8.73,12.06,1.09,3.67,72.34,2922.33,85.28,0.92
14-03-2025,Dipka,Night,600,528,72,420,4224,91.2,4433.15,2000,1831960,12412820,10580860,88,180,70,221.66,2386.76,413.24,2800,8.4,10.56,1.05,2.16,79.55,2433.15,85.24,0.95
28-06-2025,Kusmunda,Night,600,552,48,408,4416,188.4,6246.21,2500,3495615.5,13741662,10246046.5,92,192,68,249.85,1640.36,559.64,2200,11.32,15.31,1.41,4.27,73.91,3746.21,74.56,0.71
29-06-2025,Dipka,Morning,600,516,84,360,4128,98.4,5299.21,2000,2176134,14837788,12661654,86,240,60,264.96,2389.35,410.65,2800,10.27,14.72,1.28,2.38,69.77,3299.21,85.33,0.78
30-06-2025,Dipka,Morning,600,552,48,360,4416,160.8,5650.78,2000,2316462,15822184,13505722,92,240,60,282.54,2390.06,409.94,2800,10.24,15.7,1.28,3.64,65.22,3650.78,85.36,0.78
05-07-2025,Kusmunda,Night,600,564,36,348,4512,174,5125.8,2500,2875540,11276760,8401220,94,252,58,205.03,1639.01,560.99,2200,9.09,14.73,1.14,3.86,61.7,2625.8,74.5,0.88
27-10-2025,Kusmunda,Morning,600,576,24,396,4608,234,5938.01,2500,3321505.5,13063622,9742116.5,96,204,66,237.52,1640.64,559.36,2200,10.31,14.99,1.29,5.08,68.75,3438.01,74.57,0.78
27-10-2025,Kusmunda,Night,600,504,96,300,4032,129.6,5513.77,2500,3087423.5,12130294,9042870.5,84,300,50,220.55,1640.05,559.95,2200,10.94,18.38,1.37,3.21,59.52,3013.77,74.55,0.73
31-10-2025,Dipka,Evening,600,540,60,420,4320,104.4,5553.56,2000,2279924,15549968,13270044,90,180,70,277.68,2389.47,410.53,2800,10.28,13.22,1.29,2.42,77.78,3553.56,85.34,0.78
03-11-2025,Kusmunda,Morning,600,576,24,408,4608,222,5501.37,2500,3084353.5,12103014,9018660.5,96,192,68,220.05,1639.35,560.65,2200,9.55,13.48,1.19,4.82,70.83,3001.37,74.52,0.84
03-11-2025,Kusmunda,Evening,600,552,48,336,4416,40.8,5866.77,2500,3282323.5,12906894,9624570.5,92,264,56,234.67,1640.52,559.48,2200,10.63,17.46,1.33,0.92,60.87,3366.77,74.57,0.75
04-11-2025,Kusmunda,Morning,600,528,72,372,4224,140.4,4422.39,2500,2483664.5,9729258,7245593.5,88,228,62,176.9,1638.39,561.61,2200,8.38,11.89,1.05,3.32,70.45,1922.39,74.47,0.96
17-02-2025,Dipka,Evening,600,552,48,360,4416,142.8,4945.19,2000,2031976,13846532,11814556,92,240,60,247.26,2389.1,410.9,2800,8.96,13.74,1.12,3.23,65.22,2945.19,85.33,0.89
18-02-2025,Kusmunda,Morning,600,528,72,384,4224,243.6,5145.04,2500,2882922,11319088,8436166,88,216,64,205.8,1639.67,560.33,2200,9.74,13.4,1.22,5.77,72.73,2645.04,74.53,0.82
19-02-2025,Kusmunda,Evening,600,564,36,360,4512,186,5462.41,2500,3061425.5,12017302,8955876.5,94,240,60,218.5,1639.55,560.45,2200,9.69,15.17,1.21,4.12,63.83,2962.41,74.52,0.83
19-02-2025,Korba,Morning,600,516,84,348,4128,129.6,5383.24,1333,1938234,10228156,8289922,86,252,58,403.84,1539.95,360.05,1900,10.43,15.47,1.3,3.14,67.44,4050.24,81.05,0.77
20-02-2025,Dipka,Evening,600,540,60,384,4320,87.6,5755.8,2000,2361670,16116240,13754570,90,216,64,287.79,2389.69,410.31,2800,10.66,14.99,1.33,2.03,71.11,3755.8,85.35,0.75
21-02-2025,Dipka,Morning,600,552,48,432,4416,219.6,4818.11,2000,1987244,13490708,11503464,92,168,72,240.91,2387.55,412.45,2800,8.73,11.15,1.09,4.97,78.26,2818.11,85.27,0.92
22-02-2025,Dipka,Night,600,552,48,408,4416,220.8,4589.89,2000,1882906,12851692,10968786,92,192,68,229.49,2389.77,410.23,2800,8.32,11.25,1.04,5,73.91,2589.89,85.35,0.96
22-02-2025,Korba,Morning,600,492,108,348,3936,148.8,5089.97,1333,1839439.5,9670943,7831503.5,82,252,58,381.84,1538.61,361.39,1900,10.35,14.63,1.29,3.78,70.73,3756.97,80.98,0.77
23-02-2025,Dipka,Night,600,540,60,396,4320,200.4,4823.78,2000,1983312,13506584,11523272,90,204,66,241.19,2388.85,411.15,2800,8.93,12.18,1.12,4.64,73.33,2823.78,85.32,0.9
23-02-2025,Kusmunda,Evening,600,576,24,408,4608,210,5561.38,2500,3110509,12235036,9124527,96,192,68,222.46,1640.69,559.31,2200,9.66,13.63,1.21,4.56,70.83,3061.38,74.58,0.83
24-02-2025,Kusmunda,Night,600,516,84,312,4128,80.4,5319.58,2500,2981269,11703076,8721807,86,288,52,212.78,1639.57,560.43,2200,10.31,17.05,1.29,1.95,60.47,2819.58,74.53,0.78
08-06-2025,Dipka,Morning,600,564,36,372,4512,43.2,4984.12,2000,2048298,13955536,11907238,94,228,62,249.21,2389.04,410.96,2800,8.84,13.4,1.1,0.96,65.96,2984.12,85.32,0.91
09-06-2025,Dipka,Morning,600,528,72,360,4224,279.6,5179.29,2000,2123466,14502012,12378546,88,240,60,258.96,2390.01,409.99,2800,9.81,14.39,1.23,6.62,68.18,3179.29,85.36,0.82
12-06-2025,Dipka,Morning,600,576,24,408,4608,134.4,5714.88,2000,2339102,16001664,13662562,96,192,68,285.74,2390.7,409.3,2800,9.92,14.01,1.24,2.92,70.83,3714.88,85.38,0.81
14-06-2025,Korba,Evening,600,516,84,336,4128,109.2,5323.35,1333,1922622.5,10114365,8191742.5,86,264,56,399.35,1538.83,361.17,1900,10.32,15.84,1.29,2.65,65.12,3990.35,80.99,0.78
15-06-2025,Kusmunda,Night,600,504,96,372,4032,288,5173.75,2500,2903512.5,11382250,8478737.5,84,228,62,206.95,1638.8,561.2,2200,10.27,13.91,1.28,7.14,73.81,2673.75,74.49,0.78
20-10-2025,Korba,Evening,600,516,84,384,4128,224.4,4345.77,1333,1573969.5,8256963,6682993.5,86,216,64,326.01,1537.82,362.18,1900,8.42,11.32,1.05,5.44,74.42,3012.77,80.94,0.95
21-10-2025,Kusmunda,Morning,600,528,72,384,4224,196.8,5578.49,2500,3120669.5,12272678,9152008.5,88,216,64,223.14,1640.59,559.41,2200,10.57,14.53,1.32,4.66,72.73,3078.49,74.57,0.76
21-10-2025,Kusmunda,Evening,600,564,36,420,4512,61.2,5423.52,2500,3038636,11931744,8893108,94,180,70,216.94,1639.73,560.27,2200,9.62,12.91,1.2,1.36,74.47,2923.52,74.53,0.83
21-10-2025,Korba,Evening,600,564,36,420,4512,61.2,4800.8,1333,1735980,9121520,7385540,94,180,70,360.15,1538.4,361.6,1900,8.51,11.43,1.06,1.36,74.47,3467.8,80.97,0.94
17-11-2025,Korba,Evening,600,540,60,336,4320,144,4089.56,1333,1484096,7770164,6286068,90,264,56,306.79,1537.1,362.9,1900,7.57,12.17,0.95,3.33,62.22,2756.56,80.9,1.06
19-11-2025,Korba,Evening,600,540,60,360,4320,88.8,4563.56,1333,1648596,8670764,7022168,90,240,60,342.35,1538.75,361.25,1900,8.45,12.68,1.06,2.06,66.67,3230.56,80.99,0.95
19-11-2025,Korba,Night,600,528,72,348,4224,66,5551.08,1333,2004678,10547052,8542374,88,252,58,416.44,1538.87,361.13,1900,10.51,15.95,1.31,1.56,65.91,4218.08,80.99,0.76
21-11-2025,Korba,Night,600,552,48,360,4416,86.4,3795.82,1333,1378387,7212058,5833671,92,240,60,284.76,1536.87,363.13,1900,6.88,10.54,0.86,1.96,65.22,2462.82,80.89,1.16
07-03-2025,Korba,Evening,600,492,108,408,3936,116.4,4496.95,1333,1634682.5,8544205,6909522.5,82,192,68,337.36,1536.49,363.51,1900,9.14,11.02,1.14,2.96,82.93,3163.95,80.87,0.88
09-03-2025,Kusmunda,Morning,600,528,72,348,4224,223.2,5370.98,2500,3010489,11816156,8805667,88,252,58,214.84,1639.49,560.51,2200,10.17,15.43,1.27,5.28,65.91,2870.98,74.52,0.79
12-03-2025,Korba,Evening,600,552,48,384,4416,88.8,4836.11,1333,1754338.5,9188609,7434270.5,92,216,64,362.8,1537.24,362.76,1900,8.76,12.59,1.1,2.01,69.57,3503.11,80.91,0.91
13-03-2025,Dipka,Evening,600,576,24,396,4608,288,4907.62,2000,2016748,13741336,11724588,96,204,66,245.38,2389.06,410.94,2800,8.52,12.39,1.07,6.25,68.75,2907.62,85.32,0.94
27-06-2025,Kusmunda,Morning,600,552,48,360,4416,218.4,4557.31,2500,2560620.5,10026082,7465461.5,92,240,60,182.29,1638.13,561.87,2200,8.26,12.66,1.03,4.95,65.22,2057.31,74.46,0.97
27-06-2025,Kusmunda,Evening,600,516,84,312,4128,69.6,4424.7,2500,2490035,9734340,7244305,86,288,52,176.99,1637.24,562.76,2200,8.57,14.18,1.07,1.69,60.47,1924.7,74.42,0.93
27-06-2025,Kusmunda,Night,600,528,72,384,4224,212.4,5237.02,2500,2933711,11521444,8587733,88,216,64,209.48,1639.81,560.19,2200,9.92,13.64,1.24,5.03,72.73,2737.02,74.54,0.81
29-06-2025,Dipka,Evening,600,540,60,372,4320,186,5519.98,2000,2261992,15455944,13193952,90,228,62,276,2390.22,409.78,2800,10.22,14.84,1.28,4.31,68.89,3519.98,85.36,0.78
12-01-2025,Dipka,Evening,600,564,36,444,4512,146.4,5112.51,2000,2103304,14315028,12211724,94,156,74,255.63,2388.6,411.4,2800,9.06,11.51,1.13,3.24,78.72,3112.51,85.31,0.88
12-01-2025,Dipka,Night,600,552,48,396,4416,369.6,5055.26,2000,2080804,14154728,12073924,92,204,66,252.76,2388.39,411.61,2800,9.16,12.77,1.14,8.37,71.74,3055.26,85.3,0.87
14-01-2025,Korba,Evening,600,444,156,324,3552,153.6,4898.75,1333,1769112.5,9307625,7538512.5,74,276,54,367.5,1538.86,361.14,1900,11.03,15.12,1.38,4.32,72.97,3565.75,80.99,0.73
15-01-2025,Dipka,Morning,600,564,36,384,4512,151.2,5979.35,2000,2450990,16742180,14291190,94,216,64,298.97,2390.09,409.91,2800,10.6,15.57,1.33,3.35,68.09,3979.35,85.36,0.75
15-01-2025,Korba,Night,600,540,60,384,4320,136.8,5119.88,1333,1845108,9727772,7882664,90,216,64,384.09,1539.62,360.38,1900,9.48,13.33,1.19,3.17,71.11,3786.88,81.03,0.84
18-01-2025,Dipka,Night,600,564,36,372,4512,162,4889.5,2000,2011300,13690600,11679300,94,228,62,244.48,2388.65,411.35,2800,8.67,13.14,1.08,3.59,65.96,2889.5,85.31,0.92
06-05-2025,Kusmunda,Evening,600,516,84,348,4128,194.4,5072.81,2500,2845345.5,11160182,8314836.5,86,252,58,202.91,1639.1,560.9,2200,9.83,14.58,1.23,4.71,67.44,2572.81,74.5,0.81
08-05-2025,Kusmunda,Evening,600,480,120,312,3840,45.6,5110.57,2500,2868563.5,11243254,8374690.5,80,288,52,204.42,1638.7,561.3,2200,10.65,16.38,1.33,1.19,65,2610.57,74.49,0.75
10-05-2025,Dipka,Morning,600,576,24,444,4608,148.8,4930.21,2000,2028334,13804588,11776254,96,156,74,246.51,2388.59,411.41,2800,8.56,11.1,1.07,3.23,77.08,2930.21,85.31,0.93
10-05-2025,Kusmunda,Evening,600,576,24,372,4608,319.2,5439.62,2500,3048891,11967164,8918273,96,228,62,217.58,1639.5,560.5,2200,9.44,14.62,1.18,6.93,64.58,2939.62,74.52,0.85
22-08-2025,Korba,Evening,600,552,48,348,4416,157.2,5458.32,1333,1972212,10370808,8398596,92,252,58,409.48,1538.68,361.32,1900,9.89,15.68,1.24,3.56,63.04,4125.32,80.98,0.81
23-08-2025,Dipka,Morning,600,552,48,384,4416,214.8,5324.68,2000,2186872,14909104,12722232,92,216,64,266.23,2389.3,410.7,2800,9.65,13.87,1.21,4.86,69.57,3324.68,85.33,0.83
23-08-2025,Dipka,Evening,600,588,12,396,4704,184.8,6423.79,2000,2624566,17986612,15362046,98,204,66,321.19,2391.43,408.57,2800,10.92,16.22,1.37,3.93,67.35,4423.79,85.41,0.73
23-08-2025,Korba,Night,600,516,84,372,4128,3.6,4727.53,1333,1707885.5,8982307,7274421.5,86,228,62,354.65,1538.74,361.26,1900,9.16,12.71,1.15,0.09,72.09,3394.53,80.99,0.87
30-08-2025,Kusmunda,Evening,600,540,60,408,4320,165.6,5022.79,2500,2818784.5,11050138,8231353.5,90,192,68,200.91,1638.8,561.2,2200,9.3,12.31,1.16,3.83,75.56,2522.79,74.49,0.86
12-12-2025,Kusmunda,Evening,600,552,48,336,4416,75.6,5240.1,2500,2932855,11528220,8595365,92,264,56,209.6,1640.31,559.69,2200,9.49,15.6,1.19,1.71,60.87,2740.1,74.56,0.84
13-12-2025,Kusmunda,Evening,600,528,72,384,4224,109.2,5718.02,2500,3198911,12579644,9380733,88,216,64,228.72,1640.56,559.44,2200,10.83,14.89,1.35,2.59,72.73,3218.02,74.57,0.74
16-12-2025,Kusmunda,Morning,600,528,72,396,4224,56.4,5846.78,2500,3267479,12862916,9595437,88,204,66,233.87,1641.15,558.85,2200,11.07,14.76,1.38,1.34,75,3346.78,74.6,0.72
17-12-2025,Korba,Morning,600,564,36,396,4512,180,4924.74,1333,1779259,9357006,7577747,94,204,66,369.45,1538.71,361.29,1900,8.73,12.44,1.09,3.99,70.21,3591.74,80.98,0.92
20-12-2025,Kusmunda,Morning,600,516,84,348,4128,154.8,6176.83,2500,3455206.5,13589026,10133819.5,86,252,58,247.07,1640.62,559.38,2200,11.97,17.75,1.5,3.75,67.44,3676.83,74.57,0.67
04-04-2025,Kusmunda,Night,600,576,24,372,4608,158.4,5318.16,2500,2984338,11699952,8715614,96,228,62,212.73,1638.84,561.16,2200,9.23,14.3,1.15,3.44,64.58,2818.16,74.49,0.87
05-04-2025,Korba,Night,600,552,48,372,4416,122.4,5443.38,1333,1963033,10342422,8379389,92,228,62,408.36,1539.37,360.63,1900,9.86,14.63,1.23,2.77,67.39,4110.38,81.02,0.81
06-04-2025,Korba,Evening,600,540,60,384,4320,115.2,5136.77,1333,1858919.5,9759863,7900943.5,90,216,64,385.35,1538.12,361.88,1900,9.51,13.38,1.19,2.67,71.11,3803.77,80.95,0.84
06-04-2025,Korba,Night,600,528,72,384,4224,82.8,4693,1333,1693250,8916700,7223450,88,216,64,352.06,1539.2,360.8,1900,8.89,12.22,1.11,1.96,72.73,3360,81.01,0.9
10-04-2025,Korba,Evening,600,576,24,444,4608,88.8,5037.41,1333,1825743.5,9571079,7745335.5,96,156,74,377.9,1537.56,362.44,1900,8.75,11.35,1.09,1.93,77.08,3704.41,80.92,0.91
11-04-2025,Kusmunda,Evening,600,516,84,264,4128,94.8,5288.57,2500,2965063.5,11634854,8669790.5,86,336,44,211.54,1639.34,560.66,2200,10.25,20.03,1.28,2.3,51.16,2788.57,74.52,0.78
25-07-2025,Korba,Night,600,564,36,396,4512,231.6,4252.11,1333,1543638.5,8079009,6535370.5,94,204,66,318.99,1536.97,363.03,1900,7.54,10.74,0.94,5.13,70.21,2919.11,80.89,1.06
26-07-2025,Korba,Morning,600,516,84,396,4128,133.2,4832.31,1333,1751808.5,9181389,7429580.5,86,204,66,362.51,1537.48,362.52,1900,9.36,12.2,1.17,3.23,76.74,3499.31,80.92,0.85
29-07-2025,Dipka,Evening,600,564,36,432,4512,304.8,5836.06,2000,2393024,16340968,13947944,94,168,72,291.8,2389.96,410.04,2800,10.35,13.51,1.29,6.76,76.6,3836.06,85.36,0.77
29-07-2025,Korba,Night,600,588,12,480,4704,79.2,4910.49,1333,1766271.5,9329931,7563659.5,98,120,80,368.38,1540.31,359.69,1900,8.35,10.23,1.04,1.68,81.63,3577.49,81.07,0.96
30-07-2025,Dipka,Night,600,564,36,360,4512,168,4640.81,2000,1913324,12994268,11080944,94,240,60,232.04,2387.72,412.28,2800,8.23,12.89,1.03,3.72,63.83,2640.81,85.28,0.97
31-07-2025,Kusmunda,Night,600,564,36,372,4512,212.4,5948.76,2500,3328818,13087272,9758454,94,228,62,237.95,1640.42,559.58,2200,10.55,15.99,1.32,4.71,65.96,3448.76,74.56,0.76
01-08-2025,Kusmunda,Morning,600,552,48,372,4416,30,5956.72,2500,3330946,13104784,9773838,92,228,62,238.27,1640.81,559.19,2200,10.79,16.01,1.35,0.68,67.39,3456.72,74.58,0.74
01-08-2025,Korba,Night,600,564,36,432,4512,120,4843.74,1333,1752509,9203106,7450597,94,168,72,363.37,1538.19,361.81,1900,8.59,11.21,1.07,2.66,76.6,3510.74,80.96,0.93
13-11-2025,Kusmunda,Evening,600,528,72,348,4224,165.6,5449.7,2500,3055185,11989340,8934155,88,252,58,217.99,1639.38,560.62,2200,10.32,15.66,1.29,3.92,65.91,2949.7,74.52,0.78
14-11-2025,Korba,Morning,600,552,48,408,4416,182.4,4715.53,1333,1706035.5,8959507,7253471.5,92,192,68,353.75,1538.21,361.79,1900,8.54,11.56,1.07,4.13,73.91,3382.53,80.96,0.94
16-11-2025,Korba,Morning,600,576,24,396,4608,15.6,5320.69,1333,1921041.5,10109311,8188269.5,96,204,66,399.15,1538.95,361.05,1900,9.24,13.44,1.15,0.34,68.75,3987.69,81,0.87
16-11-2025,Korba,Evening,600,564,36,408,4512,88.8,4717.78,1333,1714523,8963782,7249259,94,192,68,353.92,1536.58,363.42,1900,8.36,11.56,1.05,1.97,72.34,3384.78,80.87,0.96
17-11-2025,Korba,Evening,600,540,60,336,4320,144,4089.56,1333,1484096,7770164,6286068,90,264,56,306.79,1537.1,362.9,1900,7.57,12.17,0.95,3.33,62.22,2756.56,80.9,1.06
30-10-2025,Korba,Night,600,588,12,384,4704,74.4,4521.12,1333,1639392,8590128,6950736,98,216,64,339.17,1537.39,362.61,1900,7.69,11.77,0.96,1.58,65.31,3188.12,80.92,1.04
31-10-2025,Kusmunda,Morning,600,528,72,408,4224,166.8,5595.37,2500,3134753.5,12309814,9175060.5,88,192,68,223.81,1639.76,560.24,2200,10.6,13.71,1.32,3.95,77.27,3095.37,74.53,0.75
03-11-2025,Kusmunda,Night,600,552,48,372,4416,170.4,5355.57,2500,3000213.5,11782254,8782040.5,92,228,62,214.22,1639.8,560.2,2200,9.7,14.4,1.21,3.86,67.39,2855.57,74.54,0.82
04-11-2025,Dipka,Night,600,564,36,372,4512,135.6,5418.2,2000,2230580,15170960,12940380,94,228,62,270.91,2388.32,411.68,2800,9.61,14.57,1.2,3.01,65.96,3418.2,85.3,0.83
04-11-2025,Kusmunda,Evening,600,480,120,360,3840,75.6,5423.72,2500,3037146,11932184,8895038,80,240,60,216.95,1640.03,559.97,2200,11.3,15.07,1.41,1.97,75,2923.72,74.55,0.71
15-02-2025,Korba,Evening,600,564,36,372,4512,327.6,5334.99,1333,1926896.5,10136481,8209584.5,94,228,62,400.22,1538.82,361.18,1900,9.46,14.34,1.18,7.26,65.96,4001.99,80.99,0.85
15-02-2025,Korba,Night,600,564,36,396,4512,135.6,5607.13,1333,2022145.5,10653547,8631401.5,94,204,66,420.64,1539.36,360.64,1900,9.94,14.16,1.24,3.01,70.21,4274.13,81.02,0.8
19-02-2025,Dipka,Evening,600,504,96,396,4032,160.8,4836.55,2000,1988220,13542340,11554120,84,204,66,241.83,2388.92,411.08,2800,9.6,12.21,1.2,3.99,78.57,2836.55,85.32,0.83
20-02-2025,Korba,Evening,600,564,36,396,4512,139.2,5322.05,1333,1925167.5,10111895,8186727.5,94,204,66,399.25,1538.27,361.73,1900,9.44,13.44,1.18,3.09,70.21,3989.05,80.96,0.85
21-02-2025,Kusmunda,Night,600,516,84,300,4128,66,5627.07,2500,3149738.5,12379554,9229815.5,86,300,50,225.08,1640.25,559.75,2200,10.91,18.76,1.36,1.6,58.14,3127.07,74.56,0.73
07-06-2025,Korba,Evening,600,552,48,384,4416,166.8,5201.21,1333,1876573.5,9882299,8005725.5,92,216,64,390.19,1539.2,360.8,1900,9.42,13.54,1.18,3.78,69.57,3868.21,81.01,0.85
10-06-2025,Korba,Night,600,564,36,408,4512,192,5247.38,1333,1892933,9970022,8077089,94,192,68,393.65,1539.26,360.74,1900,9.3,12.86,1.16,4.26,72.34,3914.38,81.01,0.86
12-06-2025,Korba,Night,600,564,36,408,4512,152.4,5670.36,1333,2044826,10773684,8728858,94,192,68,425.38,1539.38,360.62,1900,10.05,13.9,1.26,3.38,72.34,4337.36,81.02,0.8
13-06-2025,Dipka,Morning,600,528,72,360,4224,146.4,5329.15,2000,2188010,14921620,12733610,88,240,60,266.46,2389.43,410.57,2800,10.09,14.8,1.26,3.47,68.18,3329.15,85.34,0.79
14-06-2025,Dipka,Evening,600,564,36,408,4512,214.8,4322.41,2000,1784064,12102748,10318684,94,192,68,216.12,2387.25,412.75,2800,7.66,10.59,0.96,4.76,72.34,2322.41,85.26,1.04
15-06-2025,Korba,Morning,600,552,48,372,4416,63.6,4034.11,1333,1465738.5,7664809,6199070.5,92,228,62,302.63,1536.66,363.34,1900,7.31,10.84,0.91,1.44,67.39,2701.11,80.88,1.09
19-10-2025,Kusmunda,Evening,600,528,72,348,4224,108,4713.94,2500,2649667,10370668,7721001,88,252,58,188.56,1637.91,562.09,2200,8.93,13.55,1.12,2.56,65.91,2213.94,74.45,0.9
20-10-2025,Kusmunda,Evening,600,504,96,324,4032,285.6,5251.23,2500,2942826.5,11552706,8609879.5,84,276,54,210.05,1639.59,560.41,2200,10.42,16.21,1.3,7.08,64.29,2751.23,74.53,0.77
22-10-2025,Dipka,Morning,600,564,36,396,4512,289.2,4940.28,2000,2024462,13832784,11808322,94,204,66,247.01,2390.21,409.79,2800,8.76,12.48,1.09,6.41,70.21,2940.28,85.36,0.91
23-10-2025,Korba,Evening,600,588,12,468,4704,187.2,3895.31,1333,1424858.5,7401089,5976230.5,98,132,78,292.22,1534.21,365.79,1900,6.62,8.32,0.83,3.98,79.59,2562.31,80.75,1.21
24-10-2025,Korba,Night,600,588,12,444,4704,106.8,3942.48,1333,1436118,7490712,6054594,98,156,74,295.76,1535.73,364.27,1900,6.7,8.88,0.84,2.27,75.51,2609.48,80.83,1.19
25-10-2025,Dipka,Night,600,564,36,420,4512,194.4,5439.53,2000,2230462,15230684,13000222,94,180,70,271.98,2389.95,410.05,2800,9.64,12.95,1.21,4.31,74.47,3439.53,85.36,0.83
31-01-2025,Dipka,Evening,600,576,24,444,4608,285.6,5292.74,2000,2171746,14819672,12647926,96,156,74,264.64,2389.67,410.33,2800,9.19,11.92,1.15,6.2,77.08,3292.74,85.35,0.87
31-01-2025,Dipka,Night,600,564,36,444,4512,151.2,5931.81,2000,2430674,16609068,14178394,94,156,74,296.59,2390.23,409.77,2800,10.52,13.36,1.31,3.35,78.72,3931.81,85.37,0.76
03-02-2025,Korba,Morning,600,540,60,384,4320,64.8,6079.59,1333,2188806.5,11551221,9362414.5,90,216,64,456.08,1539.97,360.03,1900,11.26,15.83,1.41,1.5,71.11,4746.59,81.05,0.71
19-05-2025,Korba,Morning,600,528,72,372,4224,175.2,4164.13,1333,1512295.5,7911847,6399551.5,88,228,62,312.39,1536.83,363.17,1900,7.89,11.19,0.99,4.15,70.45,2831.13,80.89,1.01
24-05-2025,Dipka,Night,600,528,72,384,4224,108,5650.57,2000,2318828,15821596,13502768,88,216,64,282.53,2389.63,410.37,2800,10.7,14.72,1.34,2.56,72.73,3650.57,85.34,0.75
24-05-2025,Kusmunda,Morning,600,564,36,384,4512,217.2,5567.02,2500,3120461,12247444,9126983,94,216,64,222.68,1639.47,560.53,2200,9.87,14.5,1.23,4.81,68.09,3067.02,74.52,0.81
24-05-2025,Kusmunda,Evening,600,552,48,336,4416,48,5063.55,2500,2839702.5,11139810,8300107.5,92,264,56,202.54,1639.19,560.81,2200,9.17,15.07,1.15,1.09,60.87,2563.55,74.51,0.87
26-05-2025,Dipka,Morning,600,540,60,432,4320,196.8,5169,2000,2123750,14473200,12349450,90,168,72,258.45,2389.14,410.86,2800,9.57,11.97,1.2,4.56,80,3169,85.33,0.84
26-05-2025,Korba,Night,600,540,60,384,4320,146.4,5334.47,1333,1924914.5,10135493,8210578.5,90,216,64,400.19,1539.16,360.84,1900,9.88,13.89,1.23,3.39,71.11,4001.47,81.01,0.81
27-05-2025,Korba,Evening,600,540,60,384,4320,111.6,4878,1333,1764300,9268200,7503900,90,216,64,365.94,1538.31,361.69,1900,9.03,12.7,1.13,2.58,71.11,3545,80.96,0.89
09-09-2025,Dipka,Night,600,564,36,384,4512,187.2,5013.78,2000,2063462,14038584,11975122,94,216,64,250.69,2388.44,411.56,2800,8.89,13.06,1.11,4.15,68.09,3013.78,85.3,0.9
09-09-2025,Kusmunda,Evening,600,552,48,372,4416,168,4993.89,2500,2799689.5,10986558,8186868.5,92,228,62,199.76,1639.38,560.62,2200,9.05,13.42,1.13,3.8,67.39,2493.89,74.52,0.88
11-09-2025,Kusmunda,Night,600,528,72,360,4224,114,5722.05,2500,3204427.5,12588510,9384082.5,88,240,60,228.88,1639.99,560.01,2200,10.84,15.89,1.35,2.7,68.18,3222.05,74.54,0.74
12-09-2025,Korba,Night,600,528,72,396,4224,116.4,4917.24,1333,1773334,9342756,7569422,88,204,66,368.89,1539.36,360.64,1900,9.31,12.42,1.16,2.76,75,3584.24,81.02,0.86
