date,area,shift,coal_production_tonnes,target_production,critical_roles_present,total_wage_cost,Total_Cost_INR,Revenue_INR,Net_Profit_INR
18-06-2025,Korba,Evening,4747.37,1333,28,53050,1714629.5,9020003,7305373.5
18-06-2025,Korba,Night,5107.68,1333,31,61800,1849488,9704592,7855104
19-06-2025,Dipka,Morning,5473.96,2000,33,61050,2250634,15327088,13076454
19-06-2025,Dipka,Evening,5111.46,2000,30,50700,2095284,14312088,12216804
19-06-2025,Dipka,Night,5040.87,2000,31,56350,2072698,14114436,12041738
19-06-2025,Kusmunda,Morning,4853.98,2500,29,54850,2724539,10678756,7954217
19-06-2025,Kusmunda,Evening,5502.31,2500,33,51850,3078120.5,12105082,9026961.5
19-06-2025,Kusmunda,Night,5113,2500,32,57950,2870100,11248600,8378500
19-06-2025,Korba,Morning,4537.46,1333,28,55500,1643611,8621174,6977563
19-06-2025,Korba,Evening,4883.77,1333,30,53250,1762569.5,9279163,7516593.5
19-06-2025,Korba,Night,4998.54,1333,31,55500,1804989,9497226,7692237
20-06-2025,Dipka,Morning,5050.9,2000,31,54200,2074560,14142520,12067960
20-06-2025,Dipka,Evening,5122.64,2000,31,61500,2110556,14343392,12232836
20-06-2025,Dipka,Night,4507.31,2000,27,54750,1857674,12620468,10762794
20-06-2025,Kusmunda,Morning,4985.01,2500,30,53350,2795105.5,10967022,8171916.5
20-06-2025,Kusmunda,Evening,5498.63,2500,34,50350,3074596.5,12096986,9022389.5
20-06-2025,Kusmunda,Night,5546.85,2500,34,54750,3105517.5,12203070,9097552.5
20-06-2025,Korba,Morning,5890.76,1333,35,56450,2118216,11192444,9074228
20-06-2025,Korba,Evening,5145.08,1333,31,54000,1854778,9775652,7920874
20-06-2025,Korba,Night,5166.81,1333,32,63300,1871683.5,9816939,7945255.5
21-06-2025,Dipka,Morning,5124.54,2000,31,52400,2102216,14348712,12246496
21-06-2025,Dipka,Evening,4526.1,2000,27,58500,1868940,12673080,10804140
21-06-2025,Dipka,Night,5095.81,2000,31,53250,2091574,14268268,12176694
21-06-2025,Kusmunda,Morning,6142.62,2500,38,55300,3433741,13513764,10080023
21-06-2025,Kusmunda,Evening,5605.56,2500,33,59650,3142708,12332232,9189524
21-06-2025,Kusmunda,Night,5232.27,2500,33,49200,2926948.5,11510994,8584045.5
21-06-2025,Korba,Morning,4385.26,1333,27,55600,1590441,8331994,6741553
21-06-2025,Korba,Evening,5525.28,1333,33,62450,1996298,10498032,8501734
21-06-2025,Korba,Night,4737.62,1333,28,57100,1715267,9001478,7286211
22-06-2025,Dipka,Morning,5804.94,2000,35,59350,2381326,16253832,13872506
22-06-2025,Dipka,Evening,6179.46,2000,37,55500,2527284,17302488,14775204
22-06-2025,Dipka,Night,5042.67,2000,31,58050,2075118,14119476,12044358
22-06-2025,Kusmunda,Morning,5040.58,2500,30,47050,2819369,11089276,8269907
22-06-2025,Kusmunda,Evening,5269.49,2500,32,55400,2953619.5,11592878,8639258.5
22-06-2025,Kusmunda,Night,5100.83,2500,31,53350,2858806.5,11221826,8363019.5
22-06-2025,Korba,Morning,5037.97,1333,30,61050,1824339.5,9572143,7747803.5
22-06-2025,Korba,Evening,4906.87,1333,30,53050,1770454.5,9323053,7552598.5
22-06-2025,Korba,Night,5600.54,1333,34,58150,2018339,10641026,8622687
23-06-2025,Dipka,Morning,5554.6,2000,34,61800,2283640,15552880,13269240
23-06-2025,Dipka,Evening,5533.56,2000,33,56350,2269774,15493968,13224194
23-06-2025,Dipka,Night,5637.77,2000,34,54750,2309858,15785756,13475898
23-06-2025,Kusmunda,Morning,5470.5,2500,34,55400,3064175,12035100,8970925
23-06-2025,Kusmunda,Evening,4947.14,2500,30,59550,2780477,10883708,8103231
23-06-2025,Kusmunda,Night,5647.14,2500,35,54850,3160777,12423708,9262931
23-06-2025,Korba,Morning,5433.55,1333,32,57850,1959592.5,10323745,8364152.5
23-06-2025,Korba,Evening,5029.69,1333,31,60300,1820691.5,9556411,7735719.5
23-06-2025,Korba,Night,4653.67,1333,29,58050,1686834.5,8841973,7155138.5
24-06-2025,Dipka,Morning,5277.24,2000,32,56150,2167046,14776272,12609226
24-06-2025,Dipka,Evening,5204.77,2000,31,54550,2136458,14573356,12436898
24-06-2025,Dipka,Night,5724.43,2000,35,58050,2347822,16028404,13680582
24-06-2025,Kusmunda,Morning,5652.47,2500,34,52300,3161158.5,12435434,9274275.5
24-06-2025,Kusmunda,Evening,5362.38,2500,33,59450,3008759,11797236,8788477
24-06-2025,Kusmunda,Night,5161.95,2500,32,58600,2897672.5,11356290,8458617.5
24-06-2025,Korba,Morning,4910.6,1333,31,53150,1771860,9330140,7558280
24-06-2025,Korba,Evening,5406.74,1333,33,52500,1944859,10272806,8327947
24-06-2025,Korba,Night,5668.52,1333,34,55600,2039582,10770188,8730606
25-06-2025,Dipka,Morning,5321.8,2000,32,59450,2188170,14901040,12712870
25-06-2025,Dipka,Evening,5317.24,2000,32,57200,2184096,14888272,12704176
25-06-2025,Dipka,Night,5046.7,2000,31,58500,2077180,14130760,12053580
25-06-2025,Kusmunda,Morning,4997.55,2500,31,59450,2808102.5,10994610,8186507.5
25-06-2025,Kusmunda,Evening,4948.95,2500,29,48450,2770372.5,10887690,8117317.5
25-06-2025,Kusmunda,Night,4853.64,2500,30,52000,2721502,10678008,7956506
25-06-2025,Korba,Morning,4890.7,1333,29,54850,1766595,9292330,7525735
25-06-2025,Korba,Evening,3498.56,1333,22,52100,1276596,6647264,5370668
25-06-2025,Korba,Night,4510.47,1333,28,52850,1631514.5,8569893,6938378.5
26-06-2025,Dipka,Morning,4311.89,2000,27,51650,1776406,12073292,10296886
26-06-2025,Dipka,Evening,4138.25,2000,26,57850,1713150,11587100,9873950
26-06-2025,Dipka,Night,5055.47,2000,31,56250,2078438,14155316,12076878
26-06-2025,Kusmunda,Morning,5137.32,2500,31,52400,2877926,11302104,8424178
26-06-2025,Kusmunda,Evening,5852.28,2500,36,58050,3276804,12875016,9598212
26-06-2025,Kusmunda,Night,5340.66,2500,33,58600,2995963,11749452,8753489
26-06-2025,Korba,Morning,4793.19,1333,29,52950,1730566.5,9107061,7376494.5
26-06-2025,Korba,Evening,4960.96,1333,31,58050,1794386,9425824,7631438
26-06-2025,Korba,Night,5069.69,1333,31,56450,1830841.5,9632411,7801569.5
27-06-2025,Dipka,Morning,5487.05,2000,33,58700,2253520,15363740,13110220
27-06-2025,Dipka,Evening,5587.11,2000,34,58500,2293344,15643908,13350564
27-06-2025,Dipka,Night,4869.92,2000,31,54950,2002918,13635776,11632858
27-06-2025,Kusmunda,Morning,4557.31,2500,27,54100,2560620.5,10026082,7465461.5
27-06-2025,Kusmunda,Evening,4424.7,2500,27,56450,2490035,9734340,7244305
27-06-2025,Kusmunda,Night,5237.02,2500,31,53350,2933711,11521444,8587733
27-06-2025,Korba,Morning,4193.05,1333,26,57000,1524567.5,7966795,6442227.5
27-06-2025,Korba,Evening,4761.37,1333,29,53150,1719629.5,9046603,7326973.5
27-06-2025,Korba,Night,3890.96,1333,23,51350,1413186,7392824,5979638
28-06-2025,Dipka,Morning,5203.25,2000,31,50500,2131800,14569100,12437300
28-06-2025,Dipka,Evening,5110.5,2000,31,55500,2099700,14309400,12209700
28-06-2025,Dipka,Night,5708.53,2000,34,58700,2342112,15983884,13641772
28-06-2025,Kusmunda,Morning,4341.27,2500,27,54750,2442448.5,9550794,7108345.5
28-06-2025,Kusmunda,Evening,5143.23,2500,30,54750,2883526.5,11315106,8431579.5
28-06-2025,Kusmunda,Night,6246.21,2500,37,60200,3495615.5,13741662,10246046.5
28-06-2025,Korba,Morning,4855.83,1333,30,57550,1757090.5,9226077,7468986.5
28-06-2025,Korba,Evening,5166.08,1333,31,53250,1861378,9815552,7954174
28-06-2025,Korba,Night,5031.54,1333,30,53250,1814289,9559926,7745637
29-06-2025,Dipka,Morning,5299.21,2000,33,56450,2176134,14837788,12661654
29-06-2025,Dipka,Evening,5519.98,2000,34,54000,2261992,15455944,13193952
29-06-2025,Dipka,Night,4974.2,2000,30,56900,2046580,13927760,11881180
29-06-2025,Kusmunda,Morning,5388.5,2500,32,50150,3013825,11854700,8840875
29-06-2025,Kusmunda,Evening,5463.34,2500,33,55400,3060237,12019348,8959111
29-06-2025,Kusmunda,Night,5239.96,2500,32,53900,2935878,11527912,8592034
29-06-2025,Korba,Morning,4244.35,1333,26,60200,1545722.5,8064265,6518542.5
29-06-2025,Korba,Evening,4454.55,1333,28,55400,1614492.5,8463645,6849152.5
29-06-2025,Korba,Night,5395.93,1333,32,59550,1948125.5,10252267,8304141.5
30-06-2025,Dipka,Morning,5650.78,2000,33,56150,2316462,15822184,13505722
30-06-2025,Dipka,Evening,5262.2,2000,32,54000,2158880,14734160,12575280
30-06-2025,Dipka,Night,5229.6,2000,32,53050,2144890,14642880,12497990
30-06-2025,Kusmunda,Morning,5156.03,2500,31,52950,2888766.5,11343266,8454499.5
30-06-2025,Kusmunda,Evening,5410.45,2500,33,54850,3030597.5,11902990,8872392.5
30-06-2025,Kusmunda,Night,5995.9,2500,36,55150,3352895,13190980,9838085
30-06-2025,Korba,Morning,5100.07,1333,30,54650,1839674.5,9690133,7850458.5
30-06-2025,Korba,Evening,5068.59,1333,31,52950,1826956.5,9630321,7803364.5
30-06-2025,Korba,Night,5247.77,1333,31,61900,1898619.5,9970763,8072143.5
01-07-2025,Dipka,Morning,5401.99,2000,33,58600,2219396,15125572,12906176
01-07-2025,Dipka,Evening,5298.1,2000,32,61050,2180290,14834680,12654390
01-07-2025,Dipka,Night,5455.08,2000,33,56250,2238282,15274224,13035942
01-07-2025,Kusmunda,Morning,5075.39,2500,31,53150,2844614.5,11165858,8321243.5
01-07-2025,Kusmunda,Evening,5342.14,2500,33,55500,2993677,11752708,8759031
01-07-2025,Kusmunda,Night,6108.32,2500,37,56450,3416026,13438304,10022278
01-07-2025,Korba,Morning,4762.07,1333,29,57950,1724674.5,9047933,7323258.5
01-07-2025,Korba,Evening,4511.43,1333,27,50400,1629400.5,8571717,6942316.5
01-07-2025,Korba,Night,5940.14,1333,37,62750,2141799,11286266,9144467
02-07-2025,Dipka,Morning,5466.08,2000,33,59550,2245982,15305024,13059042
02-07-2025,Dipka,Evening,5905.64,2000,35,60400,2422656,16535792,14113136
02-07-2025,Dipka,Night,6565.62,2000,39,58700,2684948,18383736,15698788
02-07-2025,Kusmunda,Morning,5501.3,2500,32,47800,3073515,12102860,9029345
02-07-2025,Kusmunda,Evening,5136.79,2500,31,54000,2879234.5,11300938,8421703.5
02-07-2025,Kusmunda,Night,6259.69,2500,38,61250,3504079.5,13771318,10267238.5
02-07-2025,Korba,Morning,4811.07,1333,29,57000,1740874.5,9141033,7400158.5
02-07-2025,Korba,Evening,5309.4,1333,32,60200,1918490,10087860,8169370
02-07-2025,Korba,Night,4241.5,1333,27,54650,1539175,8058850,6519675
03-07-2025,Dipka,Morning,5086.19,2000,31,58300,2092776,14241332,12148556
03-07-2025,Dipka,Evening,5661.03,2000,34,60000,2324412,15850884,13526472
03-07-2025,Dipka,Night,5712.38,2000,35,58050,2343002,15994664,13651662
03-07-2025,Kusmunda,Morning,5382.43,2500,33,51650,3011986.5,11841346,8829359.5
03-07-2025,Kusmunda,Evening,5147.63,2500,32,49100,2880296.5,11324786,8444489.5
03-07-2025,Kusmunda,Night,5518.25,2500,33,57100,3092137.5,12140150,9048012.5
03-07-2025,Korba,Morning,5093.17,1333,31,59650,1842259.5,9677023,7834763.5
03-07-2025,Korba,Evening,5340.98,1333,32,57200,1926543,10147862,8221319
03-07-2025,Korba,Night,4362.12,1333,27,56450,1583192,8288028,6704836
04-07-2025,Dipka,Morning,5532.76,2000,33,55300,2268404,15491728,13223324
04-07-2025,Dipka,Evening,5494.45,2000,32,60000,2257780,15384460,13126680
04-07-2025,Dipka,Night,5355.17,2000,32,57750,2199818,14994476,12794658
04-07-2025,Kusmunda,Morning,5519.68,2500,33,56250,3092074,12143296,9051222
04-07-2025,Kusmunda,Evening,4948.74,2500,30,51450,2773257,10887228,8113971
04-07-2025,Kusmunda,Night,5033.22,2500,30,57000,2825271,11073084,8247813
04-07-2025,Korba,Morning,4667.51,1333,28,49950,1683578.5,8868269,7184690.5
04-07-2025,Korba,Evening,4230.17,1333,25,57750,1538309.5,8037323,6499013.5
04-07-2025,Korba,Night,4606.05,1333,28,55400,1667517.5,8751495,7083977.5
05-07-2025,Dipka,Morning,5615.78,2000,33,49750,2296062,15724184,13428122
05-07-2025,Dipka,Evening,4705.72,2000,29,57100,1939388,13176016,11236628
05-07-2025,Dipka,Night,5349.51,2000,32,58600,2198404,14978628,12780224
05-07-2025,Kusmunda,Morning,5700.76,2500,34,54000,3189418,12541672,9352254
05-07-2025,Kusmunda,Evening,5853.18,2500,36,52600,3271849,12876996,9605147
05-07-2025,Kusmunda,Night,5125.8,2500,31,56350,2875540,11276760,8401220
05-07-2025,Korba,Morning,4613.88,1333,28,52950,1667808,8766372,7098564
05-07-2025,Korba,Evening,4240.91,1333,26,53800,1538118.5,8057729,6519610.5
05-07-2025,Korba,Night,4620.02,1333,28,59450,1676457,8778038,7101581
06-07-2025,Dipka,Morning,5343.83,2000,32,57100,2194632,14962724,12768092
06-07-2025,Dipka,Evening,5693.81,2000,35,55500,2333024,15942668,13609644
06-07-2025,Dipka,Night,5736.9,2000,35,54000,2348760,16063320,13714560
06-07-2025,Kusmunda,Morning,5794.23,2500,35,55300,3242126.5,12747306,9505179.5
06-07-2025,Kusmunda,Evening,5023.89,2500,31,52400,2815539.5,11052558,8237018.5
06-07-2025,Kusmunda,Night,6188.19,2500,37,56150,3459654.5,13614018,10154363.5
06-07-2025,Korba,Morning,4817.74,1333,30,60300,1746509,9153706,7407197
06-07-2025,Korba,Evening,5272.03,1333,31,54850,1900060.5,10016857,8116796.5
06-07-2025,Korba,Night,4892.74,1333,30,64050,1776509,9296206,7519697
07-07-2025,Dipka,Morning,4966.74,2000,30,57200,2043896,13906872,11862976
07-07-2025,Dipka,Evening,5459.61,2000,32,55500,2239344,15286908,13047564
07-07-2025,Dipka,Night,5330.78,2000,31,56050,2188362,14926184,12737822
07-07-2025,Kusmunda,Morning,4727.62,2500,29,55400,2655591,10400764,7745173
07-07-2025,Kusmunda,Evening,6265.99,2500,37,59000,3505294.5,13785178,10279883.5
07-07-2025,Kusmunda,Night,5089.01,2500,31,50900,2849855.5,11195822,8345966.5
07-07-2025,Korba,Morning,4836.62,1333,30,55400,1748217,9189578,7441361
07-07-2025,Korba,Evening,3401.8,1333,21,57750,1248380,6463420,5215040
07-07-2025,Korba,Night,3926.34,1333,24,57200,1431419,7460046,6028627
08-07-2025,Dipka,Morning,5380.26,2000,32,57000,2209104,15064728,12855624
08-07-2025,Dipka,Evening,6227.62,2000,37,61150,2552198,17437336,14885138
08-07-2025,Dipka,Night,3845.75,2000,24,57100,1595400,10768100,9172700
08-07-2025,Kusmunda,Morning,4553.71,2500,28,54750,2559290.5,10018162,7458871.5
08-07-2025,Kusmunda,Evening,5482.93,2500,33,57100,3072711.5,12062446,8989734.5
08-07-2025,Kusmunda,Night,4655.18,2500,29,57200,2617549,10241396,7623847
08-07-2025,Korba,Morning,4569.74,1333,28,60300,1659709,8682506,7022797
08-07-2025,Korba,Evening,5233.72,1333,32,61900,1893702,9944068,8050366
08-07-2025,Korba,Night,5067.71,1333,31,53150,1826848.5,9628649,7801800.5
09-07-2025,Dipka,Morning,5741.38,2000,35,57750,2354302,16075864,13721562
09-07-2025,Dipka,Evening,6058.35,2000,36,61900,2485240,16963380,14478140
09-07-2025,Dipka,Night,5037.84,2000,30,53700,2068836,14105952,12037116
09-07-2025,Kusmunda,Morning,5122.8,2500,32,58500,2876040,11270160,8394120
09-07-2025,Kusmunda,Evening,5244.31,2500,31,54000,2938370.5,11537482,8599111.5
09-07-2025,Kusmunda,Night,6201.19,2500,38,60400,3471054.5,13642618,10171563.5
09-07-2025,Korba,Morning,4709.55,1333,29,58150,1706492.5,8948145,7241652.5
09-07-2025,Korba,Evening,5880.25,1333,35,54950,2113037.5,11172475,9059437.5
09-07-2025,Korba,Night,5204.72,1333,32,60850,1882502,9888968,8006466
10-07-2025,Dipka,Morning,4732.09,2000,29,56800,1949636,13249852,11300216
10-07-2025,Dipka,Evening,5494.43,2000,33,52200,2249972,15384404,13134432
10-07-2025,Dipka,Night,5403.21,2000,33,52950,2214234,15128988,12914754
10-07-2025,Kusmunda,Morning,4875.8,2500,29,48450,2730140,10726760,7996620
10-07-2025,Kusmunda,Evening,5212.93,2500,31,53350,2920461.5,11468446,8547984.5
10-07-2025,Kusmunda,Night,5639.78,2500,34,54000,3155879,12407516,9251637
10-07-2025,Korba,Morning,4339.38,1333,26,55400,1574183,8244822,6670639
10-07-2025,Korba,Evening,4585.55,1333,29,57100,1662042.5,8712545,7050502.5
10-07-2025,Korba,Night,4354.46,1333,26,57100,1581161,8273474,6692313
11-07-2025,Dipka,Morning,5396.01,2000,32,57300,2215704,15108828,12893124
11-07-2025,Dipka,Evening,5265.04,2000,32,54750,2160766,14742112,12581346
11-07-2025,Dipka,Night,4981.79,2000,31,57850,2050566,13949012,11898446
11-07-2025,Kusmunda,Morning,5735.09,2500,35,61150,3215449.5,12617198,9401748.5
11-07-2025,Kusmunda,Evening,4891.05,2500,30,55500,2745577.5,10760310,8014732.5
11-07-2025,Kusmunda,Night,5341.15,2500,32,54950,2992582.5,11750530,8757947.5
11-07-2025,Korba,Morning,5302.86,1333,32,59450,1915451,10075434,8159983
11-07-2025,Korba,Evening,5212.46,1333,32,58500,1882861,9903674,8020813
11-07-2025,Korba,Night,4467.02,1333,27,55300,1618757,8487338,6868581
12-07-2025,Dipka,Morning,5436.67,2000,33,60100,2234768,15222676,12987908
12-07-2025,Dipka,Evening,5897.33,2000,35,55300,2414232,16512524,14098292
12-07-2025,Dipka,Night,4680.89,2000,27,53050,1925406,13106492,11181086
12-07-2025,Kusmunda,Morning,5738.05,2500,35,57950,3213877.5,12623710,9409832.5
12-07-2025,Kusmunda,Evening,6066.67,2500,37,58900,3395568.5,13346674,9951105.5
12-07-2025,Kusmunda,Night,5505.75,2500,33,55700,3083862.5,12112650,9028787.5
12-07-2025,Korba,Morning,3917.56,1333,24,58400,1429546,7443364,6013818
12-07-2025,Korba,Evening,5127.53,1333,30,57300,1851935.5,9742307,7890371.5
12-07-2025,Korba,Night,3627.9,1333,22,55500,1325265,6893010,5567745
13-07-2025,Dipka,Morning,5400.46,2000,33,57100,2217284,15121288,12904004
13-07-2025,Dipka,Evening,4963.38,2000,29,59350,2044702,13897464,11852762
13-07-2025,Dipka,Night,5110.75,2000,32,56900,2101200,14310100,12208900
13-07-2025,Kusmunda,Morning,5051.11,2500,30,54100,2832210.5,11112442,8280231.5
13-07-2025,Kusmunda,Evening,5522.79,2500,34,51650,3089184.5,12150138,9060953.5
13-07-2025,Kusmunda,Night,5098.14,2500,31,57950,2861927,11215908,8353981
13-07-2025,Korba,Morning,4090.73,1333,25,54000,1485755.5,7772387,6286631.5
13-07-2025,Korba,Evening,4438.84,1333,27,59450,1613044,8433796,6820752
13-07-2025,Korba,Night,5028.7,1333,32,58600,1818645,9554530,7735885
14-07-2025,Dipka,Morning,5238.26,2000,31,59250,2154554,14667128,12512574
14-07-2025,Dipka,Evening,5935.01,2000,36,55600,2429604,16618028,14188424
14-07-2025,Dipka,Night,5311.26,2000,32,53150,2177654,14871528,12693874
14-07-2025,Kusmunda,Morning,5438.73,2500,33,52400,3043701.5,11965206,8921504.5
14-07-2025,Kusmunda,Evening,6006.1,2500,36,55500,3358855,13213420,9854565
14-07-2025,Kusmunda,Night,5991.69,2500,37,62650,3358079.5,13181718,9823638.5
14-07-2025,Korba,Morning,5264.72,1333,31,55500,1898152,10002968,8104816
14-07-2025,Korba,Evening,4371.24,1333,26,53050,1582984,8305356,6722372
14-07-2025,Korba,Night,4410.81,1333,27,55500,1599283.5,8380539,6781255.5
15-07-2025,Dipka,Morning,5576.22,2000,33,58700,2289188,15613416,13324228
15-07-2025,Dipka,Evening,4745.2,2000,28,54750,1952830,13286560,11333730
15-07-2025,Dipka,Night,4298.7,2000,25,53050,1772530,12036360,10263830
15-07-2025,Kusmunda,Morning,5012.71,2500,31,52500,2809490.5,11027962,8218471.5
15-07-2025,Kusmunda,Evening,5410.92,2500,33,56150,3032156,11904024,8871868
15-07-2025,Kusmunda,Night,4462.23,2500,26,50800,2505026.5,9816906,7311879.5
15-07-2025,Korba,Morning,3891.89,1333,23,53700,1415861.5,7394591,5978729.5
15-07-2025,Korba,Evening,5362.85,1333,33,62650,1939647.5,10189415,8249767.5
15-07-2025,Korba,Night,4691.99,1333,28,49200,1691396.5,8914781,7223384.5
16-07-2025,Dipka,Morning,5690.44,2000,34,53800,2329976,15933232,13603256
16-07-2025,Dipka,Evening,4762.69,2000,29,57000,1962076,13335532,11373456
16-07-2025,Dipka,Night,5592.94,2000,34,60950,2298126,15660232,13362106
16-07-2025,Kusmunda,Morning,5366.74,2500,33,48450,3000157,11806828,8806671
16-07-2025,Kusmunda,Evening,4669.19,2500,27,57100,2625154.5,10272218,7647063.5
16-07-2025,Kusmunda,Night,6269.2,2500,37,54850,3502910,13792240,10289330
16-07-2025,Korba,Morning,4137.36,1333,25,54450,1502526,7860984,6358458
16-07-2025,Korba,Evening,4490.64,1333,27,52400,1624124,8532216,6908092
16-07-2025,Korba,Night,4775.11,1333,28,60300,1731588.5,9072709,7341120.5
17-07-2025,Dipka,Morning,5678.26,2000,34,58050,2329354,15899128,13569774
17-07-2025,Dipka,Evening,5823.63,2000,35,63200,2392652,16306164,13913512
17-07-2025,Dipka,Night,5553.44,2000,34,58050,2279426,15549632,13270206
17-07-2025,Kusmunda,Morning,4963.74,2500,30,49750,2779807,10920228,8140421
17-07-2025,Kusmunda,Evening,5509.18,2500,33,53900,3083949,12120196,9036247
17-07-2025,Kusmunda,Night,5200.65,2500,31,57000,2917357.5,11441430,8524072.5
17-07-2025,Korba,Morning,4266.47,1333,26,53150,1546414.5,8106293,6559878.5
17-07-2025,Korba,Evening,4975.83,1333,30,56150,1797690.5,9454077,7656386.5
17-07-2025,Korba,Night,5116.13,1333,32,58800,1849445.5,9720647,7871201.5
18-07-2025,Dipka,Morning,5121.16,2000,31,57000,2105464,14339248,12233784
18-07-2025,Dipka,Evening,5120.98,2000,31,59450,2107842,14338744,12230902
18-07-2025,Dipka,Night,5369.57,2000,33,60950,2208778,15034796,12826018
18-07-2025,Kusmunda,Morning,5522.78,2500,33,58800,3096329,12150116,9053787
18-07-2025,Kusmunda,Evening,5420.17,2500,33,53450,3034543.5,11924374,8889830.5
18-07-2025,Kusmunda,Night,5670.84,2500,34,55700,3174662,12475848,9301186
18-07-2025,Korba,Morning,4394.78,1333,28,53150,1591323,8350082,6758759
18-07-2025,Korba,Evening,4409.3,1333,27,57650,1600905,8377670,6776765
18-07-2025,Korba,Night,4351.04,1333,27,54750,1577614,8266976,6689362
19-07-2025,Dipka,Morning,5621.31,2000,34,58500,2307024,15739668,13432644
19-07-2025,Dipka,Evening,5549.77,2000,34,58700,2278608,15539356,13260748
19-07-2025,Dipka,Night,5197.92,2000,31,62650,2141818,14554176,12412358
19-07-2025,Kusmunda,Morning,6360.1,2500,39,57300,3555355,13992220,10436865
19-07-2025,Kusmunda,Evening,5846.52,2500,36,59550,3275136,12862344,9587208
19-07-2025,Kusmunda,Night,5265,2500,32,53800,2949550,11583000,8633450
19-07-2025,Korba,Morning,5398.56,1333,33,53900,1943396,10257264,8313868
19-07-2025,Korba,Evening,5074.89,1333,31,54650,1830861.5,9642291,7811429.5
19-07-2025,Korba,Night,5521.16,1333,33,56350,1988756,10490204,8501448
20-07-2025,Dipka,Morning,5783.96,2000,36,59350,2372934,16195088,13822154
20-07-2025,Dipka,Evening,4857.63,2000,29,53150,1996202,13601364,11605162
20-07-2025,Dipka,Night,5228.11,2000,31,55500,2146744,14638708,12491964
20-07-2025,Kusmunda,Morning,5361.34,2500,33,54850,3003587,11794948,8791361
20-07-2025,Kusmunda,Evening,5166.12,2500,32,57850,2899216,11365464,8466248
20-07-2025,Kusmunda,Night,4984.17,2500,30,53800,2795093.5,10965174,8170080.5
20-07-2025,Korba,Morning,5430.12,1333,33,64050,1964592,10317228,8352636
20-07-2025,Korba,Evening,4340.77,1333,26,60850,1580119.5,8247463,6667343.5
20-07-2025,Korba,Night,5694.78,1333,35,57400,2050573,10820082,8769509
21-07-2025,Dipka,Morning,5409.73,2000,33,54750,2218642,15147244,12928602
21-07-2025,Dipka,Evening,5819.15,2000,36,51350,2379010,16293620,13914610
21-07-2025,Dipka,Night,5486.15,2000,32,64700,2259160,15361220,13102060
21-07-2025,Kusmunda,Morning,5920.41,2500,36,56450,3312675.5,13024902,9712226.5
21-07-2025,Kusmunda,Evening,5051.53,2500,31,56350,2834691.5,11113366,8278674.5
21-07-2025,Kusmunda,Night,5425.86,2500,32,54000,3038223,11936892,8898669
21-07-2025,Korba,Morning,4934.71,1333,29,51450,1778598.5,9375949,7597350.5
21-07-2025,Korba,Evening,5105.23,1333,30,59550,1846380.5,9699937,7853556.5
21-07-2025,Korba,Night,4709.2,1333,28,56350,1704570,8947480,7242910
22-07-2025,Dipka,Morning,4190.49,2000,25,53800,1729996,11733372,10003376
22-07-2025,Dipka,Evening,5159.29,2000,32,59450,2123166,14446012,12322846
22-07-2025,Dipka,Night,5490.88,2000,34,63400,2259752,15374464,13114712
22-07-2025,Kusmunda,Morning,5639.69,2500,35,60950,3162779.5,12407318,9244538.5
22-07-2025,Kusmunda,Evening,5646.92,2500,33,50800,3156606,12423224,9266618
22-07-2025,Kusmunda,Night,6520.44,2500,39,59550,3645792,14344968,10699176
22-07-2025,Korba,Morning,5464.2,1333,35,59350,1971820,10381980,8410160
22-07-2025,Korba,Evening,4262.52,1333,27,59350,1551232,8098788,6547556
22-07-2025,Korba,Night,4687.83,1333,28,57750,1698490.5,8906877,7208386.5
23-07-2025,Dipka,Morning,5751.67,2000,35,56250,2356918,16104676,13747758
23-07-2025,Dipka,Evening,5505.4,2000,34,62650,2264810,15415120,13150310
23-07-2025,Dipka,Night,3864.55,2000,25,53800,1599620,10820740,9221120
23-07-2025,Kusmunda,Morning,5486.2,2500,33,54100,3071510,12069640,8998130
23-07-2025,Kusmunda,Evening,5392.99,2500,32,54750,3020894.5,11864578,8843683.5
23-07-2025,Kusmunda,Night,6060.57,2500,37,56550,3389863.5,13333254,9943390.5
23-07-2025,Korba,Morning,4368.76,1333,26,56900,1585966,8300644,6714678
23-07-2025,Korba,Evening,3735.58,1333,23,57750,1365203,7097602,5732399
23-07-2025,Korba,Night,4325.08,1333,26,57750,1571528,8217652,6646124
24-07-2025,Dipka,Morning,4944.29,2000,30,59450,2037166,13844012,11806846
24-07-2025,Dipka,Evening,5609.37,2000,34,58700,2302448,15706236,13403788
24-07-2025,Dipka,Night,4930.58,2000,30,52300,2024532,13805624,11781092
24-07-2025,Kusmunda,Morning,5734.54,2500,34,53450,3207447,12615988,9408541
24-07-2025,Kusmunda,Evening,5843.94,2500,36,57100,3271267,12856668,9585401
24-07-2025,Kusmunda,Night,4849.47,2500,30,54200,2721408.5,10668834,7947425.5
24-07-2025,Korba,Morning,4982.15,1333,30,58700,1802452.5,9466085,7663632.5
24-07-2025,Korba,Evening,4726.76,1333,28,56250,1710616,8980844,7270228
24-07-2025,Korba,Night,4061.52,1333,25,55500,1477032,7716888,6239856
25-07-2025,Dipka,Morning,4608.14,2000,28,57650,1900906,12902792,11001886
25-07-2025,Dipka,Evening,5632.5,2000,34,53800,2306800,15771000,13464200
25-07-2025,Dipka,Night,5108.64,2000,30,60000,2103456,14304192,12200736
