date,area,shift,total_assigned,total_present,total_absent,critical_present,total_work_hours,total_overtime_hours,coal_production_tonnes,target_production,total_cost_inr,revenue_inr,net_profit_inr
27-01-2025,Dipka,Morning,600,552,48,384,4416,38.4,4767.85,2000,1959240,13349980,11390740
27-01-2025,Korba,Evening,600,600,0,408,4800,196.8,3971.87,1333,1440854.5,7546553,6105698.5
29-01-2025,Kusmunda,Evening,600,540,60,372,4320,171.6,5716.28,2500,3195504,12575816,9380312
29-01-2025,Korba,Evening,600,528,72,420,4224,151.2,4415.54,1333,1600089,8389526,6789437
30-01-2025,Korba,Morning,600,516,84,360,4128,159.6,5147.66,1333,1861981,9780554,7918573
03-02-2025,Dipka,Night,600,552,48,420,4416,244.8,5056.26,2000,2075454,14157528,12082074
04-02-2025,Dipka,Morning,600,576,24,384,4608,285.6,5804.08,2000,2381082,16251424,13870342
19-05-2025,Kusmunda,Night,600,564,36,360,4512,145.2,4853.61,2500,2728735.5,10677942,7949206.5
22-05-2025,Kusmunda,Evening,600,564,36,372,4512,216,5347.72,2500,2995346,11764984,8769638
22-05-2025,Korba,Morning,600,564,36,384,4512,225.6,5191.34,1333,1870769,9863546,7992777
24-05-2025,Korba,Night,600,576,24,384,4608,228,4448.68,1333,1613938,8452492,6838554
27-05-2025,Kusmunda,Night,600,528,72,312,4224,194.4,5932.18,2500,3324599,13050796,9726197
07-09-2025,Korba,Night,600,540,60,372,4320,187.2,5887.09,1333,2121431.5,11185471,9064039.5
19-01-2025,Korba,Morning,600,504,96,336,4032,62.4,4779.96,1333,1732986,9081924,7348938
19-01-2025,Korba,Evening,600,552,48,348,4416,94.8,4739.82,1333,1716787,9005658,7288871
21-01-2025,Kusmunda,Night,600,552,48,312,4416,290.4,5461.57,2500,3059463.5,12015454,8955990.5
22-01-2025,Korba,Evening,600,564,36,396,4512,153.6,4942.69,1333,1786941.5,9391111,7604169.5
25-01-2025,Korba,Evening,600,540,60,384,4320,76.8,4368.8,1333,1589280,8300720,6711440
26-01-2025,Kusmunda,Evening,600,564,36,396,4512,255.6,5292.55,2500,2965002.5,11643610,8678607.5
27-01-2025,Dipka,Morning,600,552,48,384,4416,38.4,4767.85,2000,1959240,13349980,11390740
27-01-2025,Korba,Evening,600,600,0,408,4800,196.8,3971.87,1333,1440854.5,7546553,6105698.5
11-05-2025,Korba,Night,600,588,12,468,4704,122.4,5278.09,1333,1904331.5,10028371,8124039.5
13-05-2025,Korba,Morning,600,540,60,420,4320,234,4543.14,1333,1652099,8631966,6979867
15-05-2025,Kusmunda,Night,600,504,96,360,4032,92.4,5283.36,2500,2962398,11623392,8660994
16-05-2025,Dipka,Morning,600,492,108,360,3936,199.2,4268.27,2000,1765808,11951156,10185348
18-05-2025,Dipka,Morning,600,576,24,360,4608,136.8,5169.14,2000,2125606,14473592,12347986
19-05-2025,Kusmunda,Night,600,564,36,360,4512,145.2,4853.61,2500,2728735.5,10677942,7949206.5
02-09-2025,Kusmunda,Night,600,564,36,336,4512,58.8,5562.26,2500,3118893,12236972,9118079
02-09-2025,Korba,Night,600,492,108,336,3936,114,5596.21,1333,2016723.5,10632799,8616075.5
03-09-2025,Dipka,Evening,600,576,24,408,4608,340.8,4713.43,2000,1938522,13197604,11259082
05-09-2025,Dipka,Night,600,528,72,372,4224,37.2,5573.98,2000,2288942,15607144,13318202
05-09-2025,Korba,Morning,600,564,36,372,4512,189.6,4330.03,1333,1573560.5,8227057,6653496.5
06-09-2025,Kusmunda,Evening,600,552,48,348,4416,242.4,4478.54,2500,2520297,9852788,7332491
07-09-2025,Korba,Night,600,540,60,372,4320,187.2,5887.09,1333,2121431.5,11185471,9064039.5
08-09-2025,Korba,Night,600,552,48,348,4416,195.6,4569.68,1333,1656388,8682392,7026004
31-12-2025,Dipka,Evening,600,576,24,408,4608,244.8,5346.8,2000,2196470,14971040,12774570
01-01-2025,Dipka,Evening,600,564,36,420,4512,142.8,4909.97,2000,2019188,13747916,11728728
22-04-2025,Dipka,Evening,600,564,36,408,4512,111.6,5404.37,2000,2218748,15132236,12913488
22-04-2025,Korba,Night,600,504,96,372,4032,82.8,5316.4,1333,1916340,10101160,8184820
23-04-2025,Dipka,Evening,600,576,24,444,4608,241.2,5573.76,2000,2288854,15606528,13317674
13-04-2025,Korba,Night,600,552,48,432,4416,186,5322.05,1333,1924417.5,10111895,8187477.5
14-04-2025,Dipka,Night,600,540,60,324,4320,186,4985.37,2000,2049448,13959036,11909588
14-04-2025,Kusmunda,Morning,600,540,60,336,4320,253.2,5425.84,2500,3042812,11936848,8894036
15-04-2025,Kusmunda,Morning,600,564,36,336,4512,301.2,5713.69,2500,3195979.5,12570118,9374138.5
15-04-2025,Kusmunda,Night,600,540,60,336,4320,172.8,5374.83,2500,3014106.5,11824626,8810519.5
18-04-2025,Kusmunda,Night,600,528,72,372,4224,100.8,5029.69,2500,2819379.5,11065318,8245938.5
19-04-2025,Dipka,Night,600,552,48,468,4416,198,5699.78,2000,2340762,15959384,13618622
20-04-2025,Dipka,Evening,600,528,72,396,4224,219.6,4875.68,2000,2005772,13651904,11646132
21-04-2025,Korba,Evening,600,528,72,348,4224,115.2,5505.21,1333,1983173.5,10459899,8476725.5
22-04-2025,Dipka,Evening,600,564,36,408,4512,111.6,5404.37,2000,2218748,15132236,12913488
22-04-2025,Korba,Night,600,504,96,372,4032,82.8,5316.4,1333,1916340,10101160,8184820
07-08-2025,Korba,Night,600,540,60,396,4320,94.8,5264.1,1333,1898785,10001790,8103005
10-08-2025,Kusmunda,Night,600,564,36,384,4512,216,4985.32,2500,2797426,10967704,8170278
10-08-2025,Korba,Morning,600,552,48,384,4416,40.8,4802.6,1333,1737910,9124940,7387030
11-08-2025,Korba,Morning,600,540,60,324,4320,54,5915.96,1333,2130036,11240324,9110288
12-08-2025,Kusmunda,Night,600,552,48,360,4416,264,6275.38,2500,3505559,13805836,10300277
12-08-2025,Korba,Evening,600,540,60,360,4320,116.4,5023.54,1333,1814589,9544726,7730137
25-11-2025,Dipka,Evening,600,552,48,432,4416,235.2,5778.7,2000,2371880,16180360,13808480
25-11-2025,Korba,Night,600,528,72,336,4224,186,4637,1333,1673750,8810300,7136550
29-11-2025,Kusmunda,Morning,600,540,60,336,4320,182.4,5079.3,2500,2849215,11174460,8325245
29-11-2025,Kusmunda,Night,600,504,96,312,4032,142.8,4994.43,2500,2803186.5,10987746,8184559.5
30-11-2025,Dipka,Night,600,540,60,360,4320,87.6,5557.72,2000,2283088,15561616,13278528
30-11-2025,Kusmunda,Morning,600,588,12,348,4704,138,5383.81,2500,3024395.5,11844382,8819986.5
02-12-2025,Dipka,Night,600,552,48,420,4416,214.8,5853.16,2000,2402114,16388848,13986734
18-03-2025,Korba,Night,600,576,24,396,4608,106.8,4779.92,1333,1732422,9081848,7349426
19-03-2025,Dipka,Evening,600,540,60,348,4320,156,5416.46,2000,2222284,15166088,12943804
19-03-2025,Kusmunda,Morning,600,516,84,408,4128,108,5490.43,2500,3067336.5,12078946,9011609.5
19-03-2025,Korba,Night,600,552,48,444,4416,90,4410.14,1333,1599899,8379266,6779367
20-03-2025,Kusmunda,Night,600,552,48,372,4416,96,4863.82,2500,2731651,10700404,7968753
20-03-2025,Korba,Morning,600,564,36,348,4512,223.2,5591.03,1333,2014060.5,10622957,8608896.5
20-03-2025,Korba,Evening,600,564,36,408,4512,151.2,5325.27,1333,1921044.5,10118013,8196968.5
21-03-2025,Korba,Morning,600,540,60,372,4320,118.8,3796.94,1333,1382729,7214186,5831457
21-03-2025,Korba,Evening,600,576,24,372,4608,127.2,5557.53,1333,2003735.5,10559307,8555571.5
22-03-2025,Korba,Evening,600,564,36,408,4512,258,5800.55,1333,2089742.5,11021045,8931302.5
06-07-2025,Korba,Morning,600,540,60,420,4320,136.8,4817.74,1333,1746509,9153706,7407197
08-07-2025,Korba,Evening,600,552,48,396,4416,188.4,5233.72,1333,1893702,9944068,8050366
08-07-2025,Korba,Night,600,576,24,408,4608,130.8,5067.71,1333,1826848.5,9628649,7801800.5
09-07-2025,Korba,Morning,600,552,48,396,4416,188.4,4709.55,1333,1706492.5,8948145,7241652.5
10-07-2025,Korba,Morning,600,552,48,372,4416,187.2,4339.38,1333,1574183,8244822,6670639
11-07-2025,Dipka,Night,600,540,60,420,4320,159.6,4981.79,2000,2050566,13949012,11898446
11-07-2025,Kusmunda,Evening,600,540,60,288,4320,188.4,4891.05,2500,2745577.5,10760310,8014732.5
14-07-2025,Dipka,Night,600,552,48,420,4416,226.8,5311.26,2000,2177654,14871528,12693874
14-07-2025,Kusmunda,Evening,600,540,60,360,4320,54,6006.1,2500,3358855,13213420,9854565
26-10-2025,Kusmunda,Night,600,564,36,396,4512,126,4063.31,2500,2287970.5,8939282,6651311.5
27-10-2025,Dipka,Night,600,540,60,384,4320,157.2,4630.48,2000,1901592,12965344,11063752
27-10-2025,Kusmunda,Evening,600,576,24,384,4608,106.8,4778.38,2500,2682109,10512436,7830327
28-10-2025,Dipka,Night,600,564,36,432,4512,170.4,4730.72,2000,1943938,13246016,11302078
31-10-2025,Dipka,Night,600,564,36,432,4512,67.2,4938.13,2000,2031302,13826764,11795462
02-11-2025,Korba,Evening,600,564,36,384,4512,212.4,4608.9,1333,1674815,8756910,7082095
17-11-2025,Kusmunda,Evening,600,528,72,384,4224,296.4,5206.54,2500,2922097,11454388,8532291
19-11-2025,Dipka,Night,600,552,48,480,4416,122.4,5879.69,2000,2409176,16463132,14053956
21-11-2025,Kusmunda,Night,600,528,72,408,4224,177.6,5387.77,2500,3016423.5,11853094,8836670.5
22-11-2025,Dipka,Evening,600,552,48,384,4416,57.6,6492.7,2000,2659330,18179560,15520230
05-03-2025,Korba,Night,600,564,36,360,4512,223.2,4228.97,1333,1534589.5,8035043,6500453.5
06-03-2025,Korba,Night,600,516,84,372,4128,211.2,4776.37,1333,1727329.5,9075103,7347773.5
07-03-2025,Kusmunda,Evening,600,576,24,408,4608,154.8,5671.67,2500,3172568.5,12477674,9305105.5
12-03-2025,Dipka,Night,600,564,36,420,4512,241.2,5623.52,2000,2308858,15745856,13436998
26-06-2025,Dipka,Evening,600,552,48,420,4416,199.2,4138.25,2000,1713150,11587100,9873950
26-06-2025,Korba,Night,600,564,36,432,4512,200.4,5069.69,1333,1830841.5,9632411,7801569.5
27-06-2025,Korba,Evening,600,528,72,360,4224,244.8,4761.37,1333,1719629.5,9046603,7326973.5
28-06-2025,Korba,Morning,600,576,24,480,4608,76.8,4855.83,1333,1757090.5,9226077,7468986.5
28-06-2025,Korba,Evening,600,504,96,408,4032,73.2,5166.08,1333,1861378,9815552,7954174
28-06-2025,Korba,Night,600,540,60,348,4320,96,5031.54,1333,1814289,9559926,7745637
29-06-2025,Korba,Morning,600,504,96,348,4032,214.8,4244.35,1333,1545722.5,8064265,6518542.5
29-06-2025,Korba,Night,600,552,48,408,4416,190.8,5395.93,1333,1948125.5,10252267,8304141.5
01-07-2025,Kusmunda,Evening,600,540,60,408,4320,218.4,5342.14,2500,2993677,11752708,8759031
05-11-2025,Korba,Night,600,540,60,408,4320,374.4,5837.19,1333,2097666.5,11090661,8992994.5
06-11-2025,Dipka,Morning,600,528,72,384,4224,188.4,5311.44,2000,2176876,14872032,12695156
07-11-2025,Korba,Morning,600,528,72,360,4224,258,3705.35,1333,1353972.5,7040165,5686192.5
09-11-2025,Dipka,Night,600,576,24,384,4608,124.8,5645.8,2000,2313920,15808240,13494320
24-02-2025,Dipka,Evening,600,516,84,360,4128,181.2,5288.06,2000,2174674,14806568,12631894
24-02-2025,Kusmunda,Morning,600,504,96,312,4032,157.2,4909.68,2500,2755174,10801296,8046122
01-03-2025,Dipka,Night,600,576,24,396,4608,332.4,5267.57,2000,2166478,14749196,12582718
01-03-2025,Kusmunda,Evening,600,540,60,372,4320,262.8,5716.23,2500,3201776.5,12575706,9373929.5
02-03-2025,Dipka,Morning,600,552,48,276,4416,241.2,5712.39,2000,2341106,15994692,13653586
02-03-2025,Dipka,Evening,600,564,36,420,4512,242.4,5496.2,2000,2255480,15389360,13133880
03-03-2025,Korba,Night,600,552,48,444,4416,127.2,4423.02,1333,1603557,8403738,6800181
04-03-2025,Dipka,Evening,600,576,24,408,4608,174,5079.64,2000,2089606,14222992,12133386
15-06-2025,Kusmunda,Evening,600,600,0,408,4800,162,5595.57,2500,3132413.5,12310254,9177840.5
18-02-2025,Korba,Night,600,540,60,432,4320,300,4265.95,1333,1546982.5,8105305,6558322.5
20-02-2025,Kusmunda,Morning,600,492,108,300,3936,122.4,5459.72,2500,3064546,12011384,8946838
24-02-2025,Dipka,Evening,600,516,84,360,4128,181.2,5288.06,2000,2174674,14806568,12631894
24-02-2025,Kusmunda,Morning,600,504,96,312,4032,157.2,4909.68,2500,2755174,10801296,8046122
30-05-2025,Korba,Night,600,564,36,396,4512,199.2,4223.93,1333,1532825.5,8025467,6492641.5
01-06-2025,Dipka,Morning,600,576,24,432,4608,99.6,5447.28,2000,2235162,15252384,13017222
02-06-2025,Dipka,Morning,600,576,24,372,4608,253.2,5375.36,2000,2212694,15051008,12838314
05-06-2025,Dipka,Evening,600,564,36,420,4512,32.4,5421.63,2000,2221702,15180564,12958862
06-06-2025,Kusmunda,Morning,600,576,24,408,4608,204,5848.5,2500,3269925,12866700,9596775
06-06-2025,Korba,Night,600,552,48,384,4416,160.8,4281.77,1333,1556469.5,8135363,6578893.5
07-06-2025,Dipka,Night,600,576,24,408,4608,226.8,5141.22,2000,2113588,14395416,12281828
08-06-2025,Dipka,Evening,600,540,60,420,4320,28.8,5210.05,2000,2133770,14588140,12454370
20-09-2025,Korba,Morning,600,540,60,384,4320,69.6,4620.74,1333,1666559,8779406,7112847
26-09-2025,Kusmunda,Night,600,576,24,396,4608,127.2,5227.3,2500,2927515,11500060,8572545
26-09-2025,Korba,Morning,600,540,60,372,4320,96,3794.73,1333,1379805.5,7209987,5830181.5
27-09-2025,Dipka,Evening,600,588,12,396,4704,157.2,5626.43,2000,2304672,15754004,13449332
27-09-2025,Dipka,Night,600,552,48,396,4416,262.8,4937.81,2000,2030624,13825868,11795244
09-01-2025,Kusmunda,Evening,600,552,48,372,4416,118.8,6285.3,2500,3513465,13827660,10314195
10-01-2025,Kusmunda,Morning,600,492,108,396,3936,120,4320.06,2500,2425683,9504132,7078449
10-01-2025,Kusmunda,Night,600,552,48,348,4416,273.6,4886.53,2500,2748441.5,10750366,8001924.5
11-01-2025,Dipka,Morning,600,504,96,348,4032,238.8,5272.89,2000,2166906,14764092,12597186
13-01-2025,Dipka,Evening,600,540,60,360,4320,216,5486.68,2000,2253072,15362704,13109632
13-01-2025,Korba,Morning,600,576,24,408,4608,208.8,3542.64,1333,1296724,6731016,5434292
14-01-2025,Kusmunda,Morning,600,588,12,408,4704,144,4687.98,2500,2630789,10313556,7682767
14-01-2025,Kusmunda,Evening,600,552,48,396,4416,174,5028.26,2500,2823493,11062172,8238679
14-01-2025,Kusmunda,Night,600,504,96,336,4032,212.4,5590.28,2500,3131204,12298616,9167412
15-01-2025,Dipka,Night,600,516,84,396,4128,153.6,4178.04,2000,1724166,11698512,9974346
16-01-2025,Kusmunda,Morning,600,504,96,300,4032,138,5052.42,2500,2832081,11115324,8283243
02-05-2025,Dipka,Evening,600,540,60,408,4320,61.2,5152.61,2000,2120294,14427308,12307014
03-05-2025,Dipka,Night,600,552,48,396,4416,151.2,5349.29,2000,2195966,14978012,12782046
03-05-2025,Kusmunda,Night,600,492,108,348,3936,193.2,5864.27,2500,3279448.5,12901394,9621945.5
04-05-2025,Korba,Morning,600,540,60,408,4320,130.8,5365,1333,1938700,10193500,8254800
06-05-2025,Korba,Evening,600,576,24,372,4608,243.6,4284.71,1333,1559648.5,8140949,6581300.5
07-05-2025,Kusmunda,Morning,600,552,48,396,4416,166.8,4789.11,2500,2691210.5,10536042,7844831.5
08-05-2025,Korba,Night,600,540,60,456,4320,237.6,4309.07,1333,1561124.5,8187233,6626108.5
09-05-2025,Dipka,Evening,600,552,48,372,4416,192,5081.97,2000,2088938,14229516,12140578
21-08-2025,Kusmunda,Morning,600,516,84,312,4128,142.8,5804.95,2500,3245872.5,12770890,9525017.5
24-08-2025,Dipka,Evening,600,528,72,420,4224,182.4,5265.26,2000,2167054,14742728,12575674
24-08-2025,Korba,Night,600,588,12,444,4704,199.2,5239.73,1333,1892805.5,9955487,8062681.5
27-08-2025,Dipka,Evening,600,552,48,384,4416,141.6,5248.59,2000,2158236,14696052,12537816
29-08-2025,Dipka,Evening,600,528,72,360,4224,188.4,5827.15,2000,2388610,16316020,13927410
29-08-2025,Korba,Night,600,588,12,408,4704,204,5344.19,1333,1930766.5,10153961,8223194.5
11-12-2025,Kusmunda,Evening,600,552,48,408,4416,122.4,5313.43,2500,2975536.5,11689546,8714009.5
13-12-2025,Korba,Evening,600,576,24,396,4608,207.6,5633.33,1333,2029515.5,10703327,8673811.5
13-12-2025,Korba,Night,600,564,36,408,4512,115.2,4784.54,1333,1725189,9090626,7365437
14-12-2025,Dipka,Morning,600,552,48,384,4416,130.8,6007.13,2000,2467852,16819964,14352112
15-12-2025,Dipka,Evening,600,552,48,324,4416,172.8,5671.19,2000,2325476,15879332,13553856
17-12-2025,Dipka,Evening,600,564,36,432,4512,132,5882.36,2000,2417094,16470608,14053514
17-12-2025,Kusmunda,Morning,600,528,72,348,4224,358.8,5193.34,2500,2915787,11425348,8509561
02-04-2025,Korba,Evening,600,552,48,420,4416,108,4261.63,1333,1547920.5,8097097,6549176.5
03-04-2025,Korba,Morning,600,540,60,384,4320,110.4,4835.21,1333,1746023.5,9186899,7440875.5
03-04-2025,Korba,Night,600,552,48,360,4416,145.2,3721.27,1333,1350294.5,7070413,5720118.5
05-04-2025,Kusmunda,Night,600,588,12,372,4704,156,5464.09,2500,3065449.5,12020998,8955548.5
05-04-2025,Korba,Evening,600,540,60,372,4320,127.2,4143.14,1333,1508049,7871966,6363917
06-04-2025,Kusmunda,Morning,600,540,60,360,4320,283.2,4952.9,2500,2770945,10896380,8125435
08-04-2025,Korba,Night,600,552,48,384,4416,43.2,5360.8,1333,1928030,10185520,8257490
09-04-2025,Korba,Morning,600,540,60,408,4320,308.4,5210.26,1333,1877291,9899494,8022203
09-04-2025,Korba,Evening,600,540,60,360,4320,150,5559.31,1333,2008308.5,10562689,8554380.5
10-04-2025,Kusmunda,Evening,600,600,0,360,4800,298.8,5762.72,2500,3229696,12677984,9448288
24-07-2025,Dipka,Night,600,576,24,360,4608,298.8,4930.58,2000,2024532,13805624,11781092
24-07-2025,Kusmunda,Evening,600,516,84,336,4128,122.4,5843.94,2500,3271267,12856668,9585401
25-07-2025,Kusmunda,Evening,600,564,36,360,4512,177.6,5960.67,2500,3333418.5,13113474,9780055.5
25-07-2025,Kusmunda,Night,600,552,48,348,4416,148.8,4937.38,2500,2770109,10862236,8092127
29-07-2025,Korba,Morning,600,564,36,432,4512,154.8,4551.12,1333,1653842,8647128,6993286
30-07-2025,Korba,Morning,600,552,48,420,4416,187.2,5054.29,1333,1824501.5,9603151,7778649.5
31-07-2025,Dipka,Evening,600,564,36,408,4512,57.6,4776.12,2000,1963598,13373136,11409538
15-11-2025,Dipka,Evening,600,576,24,408,4608,117.6,5565.08,2000,2283682,15582224,13298542
16-11-2025,Dipka,Night,600,504,96,372,4032,79.2,6063.52,2000,2480808,16977856,14497048
16-11-2025,Kusmunda,Morning,600,552,48,360,4416,240,5709.93,2500,3200761.5,12561846,9361084.5
16-11-2025,Kusmunda,Evening,600,528,72,396,4224,110.4,4398.43,2500,2465436.5,9676546,7211109.5
17-11-2025,Dipka,Night,600,528,72,372,4224,152.4,4220.33,2000,1745232,11816924,10071692
17-11-2025,Kusmunda,Evening,600,528,72,384,4224,296.4,5206.54,2500,2922097,11454388,8532291
19-11-2025,Dipka,Night,600,552,48,480,4416,122.4,5879.69,2000,2409176,16463132,14053956
23-06-2025,Kusmunda,Night,600,588,12,372,4704,242.4,5647.14,2500,3160777,12423708,9262931
23-06-2025,Korba,Morning,600,528,72,384,4224,103.2,5433.55,1333,1959592.5,10323745,8364152.5
24-06-2025,Kusmunda,Night,600,564,36,444,4512,86.4,5161.95,2500,2897672.5,11356290,8458617.5
07-10-2025,Dipka,Morning,600,576,24,408,4608,331.2,5426.06,2000,2229124,15192968,12963844
12-10-2025,Kusmunda,Night,600,540,60,348,4320,109.2,5491.88,2500,3080934,12082136,9001202
13-10-2025,Korba,Night,600,564,36,384,4512,133.2,4641.27,1333,1678994.5,8818413,7139418.5
28-01-2025,Kusmunda,Morning,600,552,48,396,4416,46.8,6707.46,2500,3746403,14756412,11010009
29-01-2025,Dipka,Morning,600,540,60,384,4320,175.2,5571.42,2000,2285768,15599976,13314208
30-01-2025,Dipka,Evening,600,516,84,396,4128,88.8,5810.18,2000,2382772,16268504,13885732
01-02-2025,Dipka,Morning,600,540,60,396,4320,92.4,5423.75,2000,2228200,15186500,12958300
02-02-2025,Dipka,Night,600,552,48,408,4416,301.2,5681.89,2000,2333706,15909292,13575586
18-05-2025,Korba,Morning,600,504,96,348,4032,115.2,4542.13,1333,1646745.5,8630047,6983301.5
20-05-2025,Kusmunda,Morning,600,516,84,372,4128,111.6,5425.88,2500,3036334,11936936,8900602
20-05-2025,Kusmunda,Evening,600,576,24,372,4608,175.2,5304.21,2500,2976115.5,11669262,8693146.5
25-05-2025,Korba,Night,600,588,12,384,4704,156,4665.22,1333,1692927,8863918,7170991
26-05-2025,Kusmunda,Morning,600,552,48,384,4416,135.6,5685.07,2500,3180888.5,12507154,9326265.5
26-05-2025,Korba,Morning,600,552,48,372,4416,106.8,4885.62,1333,1767067,9282678,7515611
27-05-2025,Kusmunda,Evening,600,576,24,420,4608,152.4,5109.26,2500,2863343,11240372,8377029
19-03-2025,Dipka,Morning,600,528,72,384,4224,288,5737.77,2000,2347208,16065756,13718548
19-03-2025,Kusmunda,Evening,600,588,12,396,4704,273.6,5981.37,2500,3347703.5,13159014,9811310.5
21-03-2025,Dipka,Evening,600,552,48,372,4416,116.4,5081.96,2000,2089584,14229488,12139904
23-03-2025,Dipka,Night,600,540,60,384,4320,177.6,5399.73,2000,2220842,15119244,12898402
24-03-2025,Dipka,Morning,600,552,48,444,4416,205.2,4725.25,2000,1942400,13230700,11288300
07-07-2025,Kusmunda,Morning,600,540,60,384,4320,232.8,4727.62,2500,2655591,10400764,7745173
07-07-2025,Korba,Morning,600,528,72,372,4224,135.6,4836.62,1333,1748217,9189578,7441361
09-07-2025,Korba,Night,600,528,72,396,4224,164.4,5204.72,1333,1882502,9888968,8006466
11-07-2025,Dipka,Evening,600,504,96,372,4032,139.2,5265.04,2000,2160766,14742112,12581346
12-07-2025,Kusmunda,Evening,600,588,12,432,4704,300,6066.67,2500,3395568.5,13346674,9951105.5
13-07-2025,Dipka,Morning,600,528,72,384,4224,201.6,5400.46,2000,2217284,15121288,12904004
14-07-2025,Dipka,Evening,600,540,60,360,4320,298.8,5935.01,2000,2429604,16618028,14188424
14-07-2025,Korba,Morning,600,516,84,360,4128,199.2,5264.72,1333,1898152,10002968,8104816
18-10-2025,Korba,Night,600,552,48,360,4416,264,5290.47,1333,1908014.5,10051893,8143878.5
19-10-2025,Dipka,Morning,600,564,36,432,4512,279.6,5813.53,2000,2389562,16277884,13888322
20-10-2025,Kusmunda,Night,600,564,36,396,4512,78,5836.98,2500,3269039,12841356,9572317
20-10-2025,Korba,Night,600,564,36,420,4512,200.4,4855.26,1333,1755491,9224994,7469503
22-10-2025,Korba,Night,600,564,36,420,4512,182.4,5309.63,1333,1914920.5,10088297,8173376.5
25-10-2025,Kusmunda,Night,600,528,72,288,4224,136.8,5161.77,2500,2890623.5,11355894,8465270.5
25-10-2025,Korba,Morning,600,576,24,468,4608,157.2,5269.95,1333,1903632.5,10012905,8109272.5
25-10-2025,Korba,Evening,600,552,48,372,4416,208.8,4427.86,1333,1609851,8412934,6803083
26-10-2025,Dipka,Night,600,552,48,444,4416,222,5000.93,2000,2058222,14002604,11944382
26-10-2025,Kusmunda,Evening,600,576,24,420,4608,344.4,5244.55,2500,2938502.5,11538010,8599507.5
10-02-2025,Kusmunda,Morning,600,588,12,408,4704,252,5729.15,2500,3211432.5,12604130,9392697.5
13-02-2025,Korba,Evening,600,504,96,348,4032,258,3965.07,1333,1442424.5,7533633,6091208.5
31-05-2025,Kusmunda,Morning,600,540,60,360,4320,68.4,5399.71,2500,3024590.5,11879362,8854771.5
31-05-2025,Korba,Evening,600,516,84,372,4128,219.6,4665.77,1333,1685969.5,8864963,7178993.5
02-06-2025,Kusmunda,Night,600,528,72,300,4224,104.4,4923.15,2500,2760682.5,10830930,8070247.5
03-06-2025,Dipka,Evening,600,528,72,432,4224,196.8,4662.79,2000,1923616,13055812,11132196
04-06-2025,Dipka,Night,600,564,36,408,4512,93.6,5253.64,2000,2158556,14710192,12551636
06-06-2025,Dipka,Night,600,528,72,396,4224,146.4,5531.19,2000,2269576,15487332,13217756
06-06-2025,Korba,Evening,600,540,60,384,4320,126,4090.54,1333,1490839,7772026,6281187
18-09-2025,Korba,Morning,600,564,36,444,4512,118.8,4679.06,1333,1693721,8890214,7196493
19-09-2025,Korba,Night,600,564,36,420,4512,218.4,5026.37,1333,1815479.5,9550103,7734623.5
22-09-2025,Dipka,Morning,600,528,72,300,4224,164.4,4413.84,2000,1817636,12358752,10541116
22-09-2025,Dipka,Evening,600,540,60,408,4320,128.4,4575.76,2000,1883554,12812128,10928574
23-09-2025,Dipka,Morning,600,540,60,396,4320,115.2,4211.41,2000,1742414,11791948,10049534
24-09-2025,Korba,Night,600,528,72,348,4224,244.8,4388.28,1333,1597598,8337732,6740134
26-09-2025,Kusmunda,Morning,600,576,24,372,4608,201.6,5098.75,2500,2855312.5,11217250,8361937.5
27-09-2025,Kusmunda,Night,600,540,60,360,4320,87.6,5540.31,2500,3101370.5,12188682,9087311.5
18-01-2025,Kusmunda,Night,600,564,36,336,4512,261.6,4693.86,2500,2640223,10326492,7686269
21-01-2025,Kusmunda,Morning,600,564,36,408,4512,156,5584.21,2500,3126815.5,12285262,9158446.5
21-01-2025,Korba,Morning,600,540,60,396,4320,156,4777.11,1333,1722888.5,9076509,7353620.5
23-01-2025,Dipka,Morning,600,576,24,384,4608,158.4,5279.18,2000,2165572,14781704,12616132
23-01-2025,Korba,Evening,600,540,60,420,4320,271.2,4757.1,1333,1720385,9038490,7318105
24-01-2025,Dipka,Night,600,576,24,480,4608,300,4868.1,2000,2005840,13630680,11624840
26-01-2025,Dipka,Morning,600,552,48,396,4416,160.8,5390.41,2000,2213914,15093148,12879234
09-05-2025,Korba,Night,600,540,60,348,4320,105.6,4639.73,1333,1680055.5,8815487,7135431.5
10-05-2025,Kusmunda,Morning,600,528,72,372,4224,260.4,4922.63,2500,2758896.5,10829786,8070889.5
11-05-2025,Dipka,Evening,600,540,60,384,4320,166.8,5405.27,2000,2215058,15134756,12919698
15-05-2025,Kusmunda,Evening,600,576,24,348,4608,308.4,5143.57,2500,2884463.5,11315854,8431390.5
15-05-2025,Korba,Evening,600,552,48,408,4416,165.6,5129.69,1333,1852391.5,9746411,7894019.5
16-05-2025,Kusmunda,Night,600,564,36,372,4512,121.2,5478.51,2500,3066330.5,12052722,8986391.5
18-05-2025,Korba,Morning,600,504,96,348,4032,115.2,4542.13,1333,1646745.5,8630047,6983301.5
30-08-2025,Kusmunda,Night,600,576,24,360,4608,207.6,6051.48,2500,3379414,13313256,9933842
31-08-2025,Dipka,Evening,600,564,36,372,4512,182.4,5370.93,2000,2208022,15038604,12830582
01-09-2025,Dipka,Morning,600,576,24,420,4608,117.6,5747.39,2000,2355106,16092692,13737586
02-09-2025,Dipka,Morning,600,540,60,372,4320,43.2,5118.4,2000,2105860,14331520,12225660
